item_id,item_name,slot,str,mag,def,hp,special_ability,rarity,flavor_text,series_tag,icon
new_470163,Second-Hand Chain of the Sunken Sigil,Neck,4,12,2,10,None,Common,It pulses with a rhythmic; annoying light.,General,/icons/acc_neck_010.png
new_817332,Pristine Dirk of Slaying,Weapon,28,29,3,0,None,Rare,The System rarely admits admiration. This is close.,General,/icons/weapon_shortblade_006.png
new_278701,Nova-Forged Laurel of the Mystic,Head,10,26,17,35,None,Rare,Forged in haste and probably in violation of several safety codes.,Portal to Nova Roma,/icons/icons_quest_misc_021.png
new_417898,Patch-Note Chain of the Chainbreaker,Neck,17,20,1,10,None,Uncommon,The AI that designed this was having a bad day.,System,/icons/acc_neck_008.png
new_740204,Jason's Ring of the Chainbreaker,Ring,34,21,2,15,None,Rare,The System has classified this as usable. Barely.,He Who Fights with Monsters,/icons/acc_ringwod_052.png
new_561058,Voidscript Falchion of the Oracle's Wake,Weapon,3,26,0,155,None,Rare,Not heroic. Not worthless. The middle path remains ugly.,Paranoid Mage,/icons/weapon_sword_453.png
new_466012,Second-Hand Battle Visor of the Sentinel,Head,11,0,20,45,None,Uncommon,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,General,/icons/icons_quest_misc_241.png
new_909496,Misprinted Vambraces of the Titan,Chest,8,6,2,20,None,Common,The System acknowledges your survival. For now.,General,/icons/chest_plate_005.png
new_983011,Ashen Compass of Brutality,Trinket,20,20,0,0,None,Uncommon,The System has classified this as usable. Barely.,Corrupted,/icons/acc_trinket_110.png
new_744727,Training-Yard Locket of the Star Choir,Neck,1,36,23,0,None,Rare,Carries the faint confidence of gear that has only failed other people.,Quest Academy,/icons/acc_neck_023.png
new_284920,Trash-Tier Rosary of the Fortress Oath,Neck,0,10,8,10,None,Common,The System has classified this as usable. Barely.,System,/icons/acc_necklace_011.png
new_284860,Bent-Nail Circlet of the Ether Crown,Head,0,9,0,55,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,General,/icons/icons_quest_misc_254.png
new_459377,Moonlit Plate of the Wolf General,Chest,27,2,9,110,None,Rare,Forged in haste and probably in violation of several safety codes.,Scholomance,/icons/chest_plate_168.png
new_404851,Barracks-Issue Bascinet of Relentless Force,Head,8,5,3,20,None,Common,"Smells like mildew, pennies, and survivorship bias.",A Soldier's Life,/icons/head_plate_148.png
new_738428,Barracks-Issue Icon of the Black Bastion,Trinket,0,3,8,45,None,Common,It still smells faintly of the previous owner.,A Soldier's Life,/icons/acc_trinket_045.png
new_729110,Bent-Nail Tunic of the Last Charge,Chest,12,2,3,15,None,Common,"Somebody threw this away. The System saw potential. Tragic, really.",General,/icons/chest_cloth_121.png
new_999751,Legacy Robe of the Void Walker,Chest,4,33,6,85,None,Rare,Hard-coded into the reality substrate for your convenience.,System,/icons/chest_cloth_179.png
new_394331,Battle-Worn Orb of the Deep Keep,Trinket,5,2,10,15,None,Common,"Smells like mildew, pennies, and survivorship bias.",General,/icons/acc_trinket_065.png
new_430903,Scamp's Pendant of the Blue Nova,Neck,10,8,1,5,None,Common,It pulses with a rhythmic; annoying light.,The Bad Guys,/icons/acc_neck_013.png
new_455673,Gearbound Cerebral Halo of the Stronghold,Head,0,22,18,0,None,Uncommon,The finish peeled off before you equipped it. Very efficient.,High-Tech,/icons/icons_quest_misc_127.png
new_890652,Stamped-Alloy Laurel of the War Cry,Head,16,7,1,80,None,Uncommon,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,High-Tech,/icons/icons_quest_misc_080.png
new_185402,Flea-Market Phylactery Shard of the Colossus March,Trinket,10,9,1,0,None,Common,Congratulations. You found the shiny thing.,Jake's Magical Market,/icons/acc_trinket_117.png
new_699514,Ironroot Data Cube of Astral Fire,Trinket,6,23,11,0,None,Uncommon,"Somebody threw this away. The System saw potential. Tragic, really.",Battle Mage Farmer,/icons/acc_trinket_137.png
new_740816,Riverstone Circlet of Brilliance,Head,13,34,9,20,None,Rare,It pulses with a rhythmic; annoying light.,A Thousand Li,/icons/icons_quest_misc_090.png
new_612945,Mossgrown Armet of the Colossus March,Head,16,6,12,30,None,Uncommon,Error 404: Better loot not found.,Beware of Chicken,/icons/head_plate_058.png
new_136695,Nerfed Votive of the Sage,Trinket,3,11,4,10,None,Common,Forged in haste and probably in violation of several safety codes.,System,/icons/acc_trinket_090.png
new_357690,Shadow-Sect Crossbow of Arcane Power,Weapon,28,30,0,10,None,Rare,It looks rented. The System expects it back in worse condition.,General,/icons/weapon_bow_126.png
new_863364,Clyde's Necklace of the Tortoise,Neck,7,12,24,85,None,Rare,"It rattles when moved, much like your long-term build plan.",The Bad Guys,/icons/acc_neck_006.png
new_116117,Embermarked Charmstring of the Mountain,Neck,14,9,16,5,None,Uncommon,A patch fix for a bug that technically never existed.,Divine,/icons/acc_neck_011.png
new_395099,Thousandfold Plastron of the Mauler,Chest,38,31,7,20,None,Epic,The finish peeled off before you equipped it. Very efficient.,A Thousand Li,/icons/chest_plate_086.png
new_692976,Cracked-Core Whip of the Mountain,Weapon,2,1,9,40,None,Common,The finish peeled off before you equipped it. Very efficient.,Corrupted,/icons/icons_quest_misc_197.png
new_109625,Surplus Chain of the Celestial Circuit,Neck,0,10,3,35,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",Imperial Initiative,/icons/acc_neck_030.png
new_311255,Spellbound Halberd of the Bulwark,Weapon,8,50,40,10,None,Legendary,Forged in the fires of your own obsession.,Spellmonger,/icons/icons_quest_misc_257.png
new_958819,Iron-Bound Sunblade of Final Impact,Weapon,19,6,12,15,None,Uncommon,Forged in haste and probably in violation of several safety codes.,General,/icons/weapon_sword_368.png
new_882966,Knockoff Lance of the Rampart,Weapon,6,4,9,5,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,Corrupted,/icons/icons_quest_misc_205.png
new_689550,Rusty Greathelm of the Titan Guard,Head,9,3,8,0,None,Common,It looks rented. The System expects it back in worse condition.,General,/icons/head_plate_032.png
new_892272,Dungeon-Bred Shell Armor of Unbroken Lines,Chest,11,7,22,0,None,Uncommon,Slightly better than nothing. Only slightly.,Station 64: The Doll Dungeon,/icons/icons_quest_misc_207.png
new_885890,Surplus Phylactery of the Citadel,Trinket,12,4,20,20,None,Uncommon,Your progress has been noted. Please remain seated.,Imperial Initiative,/icons/acc_trinket_062.png
new_648094,Battle-Worn Oathcord of the Star Choir,Neck,16,21,3,0,None,Uncommon,A pity prize for finishing another book.,General,/icons/acc_neck_030.png
new_109008,Rattletrap Sunblade of Sorcery,Weapon,2,19,1,90,None,Uncommon,Error 404: Better loot not found.,High-Tech,/icons/weapon_sword_592.png
new_466812,Flea-Market Dog Tags of the Bastioned Heart,Neck,18,0,19,15,None,Uncommon,It looks rented. The System expects it back in worse condition.,Jake's Magical Market,/icons/acc_neck_029.png
new_217260,Scamp's Signet of Sorcery,Ring,4,11,5,0,None,Common,The AI that designed this was having a bad day.,The Bad Guys,/icons/acc_ringwod_021.png
new_865261,Drill-Grade Torque of Relentless Force,Neck,22,2,16,0,None,Uncommon,A patch fix for a bug that technically never existed.,A Soldier's Life,/icons/acc_neck_031.png
new_359117,Misprinted Pulse Rifle of the Gorilla,Weapon,11,1,2,30,None,Common,Wait; is that a bloodstain or a design choice?,General,/icons/icons_quest_misc_162.png
new_300406,Runed Soul Vial of the Stronghold,Trinket,6,20,30,20,None,Rare,Even the goblins passed on this one. Bold of you to disagree.,General,/icons/acc_trinket_043.png
new_398525,Pristine Orb of the Battle Saint,Trinket,24,13,2,5,None,Uncommon,A minor triumph of cheap materials over basic standards.,General,/icons/acc_trinket_080.png
new_125322,Surplus Mindcage of the Gorilla,Head,12,8,0,0,None,Common,Error 404: Better loot not found.,Imperial Initiative,/icons/icons_quest_misc_012.png
new_595373,Storm-Forged Hood of the Great Hunt,Head,19,0,4,85,None,Uncommon,Procedurally generated for maximum efficiency.,Stormweaver Series,/icons/head_cloth_122.png
new_191803,Battle-Worn Chainblade of the Colossus March,Weapon,8,3,3,30,None,Common,Congratulations. You found the shiny thing.,General,/icons/icons_quest_misc_171.png
new_478830,Rusty Hexband of the Colossus March,Ring,8,10,2,0,None,Common,It looks rented. The System expects it back in worse condition.,General,/icons/acc_ring_052.png
new_629409,Rattletrap Warden Band of Channeling,Ring,0,22,17,5,None,Uncommon,The brass gleam suggests ambition. The dents suggest reality.,High-Tech,/icons/acc_ring_066.png
new_745844,Trash-Tier Bascinet of the Mauler,Head,10,6,2,10,None,Common,Factory-second quality for a second-rate hero.,System,/icons/head_plate_135.png
new_371422,Factory-Stamped Deathmask of the Anvil Fist,Head,10,5,5,0,None,Common,"Smells like mildew, pennies, and survivorship bias.",High-Tech,/icons/icons_quest_misc_192.png
new_371704,Misprinted Medallion of Bonebreaker Oaths,Neck,10,1,1,40,None,Common,"Somebody threw this away. The System saw potential. Tragic, really.",General,/icons/acc_neck_029.png
new_322855,Rune-Laced Amulet of Astral Fire,Neck,12,36,10,10,None,Rare,The brass gleam suggests ambition. The dents suggest reality.,Mage Errant,/icons/acc_neck_003.png
new_351453,Tinplate Mask of the Aegis Crown,Head,7,0,10,15,None,Common,"If disappointment had a loot table entry, this would be near the top.",General,/icons/head_cloth_088.png
new_242520,Rusty Phylactery Shard of Might,Trinket,12,2,2,20,None,Common,The finish peeled off before you equipped it. Very efficient.,General,/icons/acc_trinket_013.png
new_476110,Lanternlit Laurel of Sorcery,Head,0,17,22,5,None,Uncommon,The System found this in a trash bin. Enjoy.,Legends & Lattes,/icons/icons_quest_misc_257.png
new_591808,Ooze-Stained Observer Goggles of Stone,Head,0,7,23,50,None,Uncommon,The finish peeled off before you equipped it. Very efficient.,General,/icons/icons_quest_misc_138.png
new_157170,Cursed-ish Gorget of the Celestial Circuit,Neck,5,21,8,30,None,Uncommon,The AI that designed this was having a bad day.,System,/icons/acc_neck_026.png
new_343114,Scuffed Hand-Cannon of the Thunder Maul,Weapon,12,3,0,25,None,Common,The System acknowledges your survival. For now.,General,/icons/icons_quest_misc_117.png
new_552490,Lanternlit Jerkin of Manifesting,Chest,18,19,1,10,None,Uncommon,The finish peeled off before you equipped it. Very efficient.,Legends & Lattes,/icons/icons_quest_misc_090.png
new_303750,Shopworn Holo Projector of the Owl,Trinket,22,35,9,70,None,Epic,A reward for your 'hard work.' Try not to lose it.,Shopocalypse Saga,/icons/acc_trinket_081.png
new_232119,Archon-Blessed Data Lanyard of Stars,Neck,3,47,13,85,None,Epic,A patch fix for a bug that technically never existed.,Divine,/icons/acc_neck_022.png
new_970950,Hexproof Chainblade of Sorcery,Weapon,0,22,6,60,None,Uncommon,It pulses with a rhythmic; annoying light.,Arcane Ascension,/icons/icons_quest_misc_074.png
new_613031,Off-Brand Sigil of Arcane Power,Neck,0,19,14,35,None,Uncommon,The kind of gear merchants call 'starter' and veterans call 'bait.',General,/icons/acc_neck_013.png
new_681976,Kingkiller Crown of the Chainbreaker,Head,33,7,36,20,None,Epic,Forged in the fires of your own obsession.,Kingkiller Chronicle,/icons/icons_quest_misc_258.png
new_872857,Shattered Hauberk of the Aegis Crown,Chest,7,1,10,10,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",General,/icons/chest_mail_123.png
new_466740,Scuffed Railgun of the Bastion,Weapon,3,16,20,5,None,Uncommon,"This survived a drawer full of junk. Against all odds, so did you.",General,/icons/icons_quest_misc_251.png
new_100194,Gravebound Thumb Ring of the Titan,Ring,18,4,9,45,None,Uncommon,Highly recommended by 4 out of 5 dead heroes.,Corrupted,/icons/acc_ring_006.png
new_590466,Standard-Issue Seal of the Berserker,Ring,10,10,0,0,None,Common,It was discovered under a cart. Great destinies begin somewhere awful.,System,/icons/acc_ring_088.png
new_185666,Pristine Katana of the Rift,Weapon,9,32,12,35,None,Rare,"It rattles when moved, much like your long-term build plan.",General,/icons/icons_quest_misc_055.png
new_403977,Second-Hand Tabard Vest of the Cosmic Thread,Chest,1,32,26,5,None,Rare,The brass gleam suggests ambition. The dents suggest reality.,General,/icons/icons_quest_misc_017.png
new_216081,Ooze-Stained Greataxe of Might,Weapon,11,1,4,20,None,Common,Factory-second quality for a second-rate hero.,General,/icons/weapon_axe_314.png
new_662745,Shopworn Plastron of the Spellweaver,Chest,8,11,0,5,None,Common,"Smells like mildew, pennies, and survivorship bias.",Shopocalypse Saga,/icons/chest_plate_123.png
new_151376,Trash-Tier Coil Ring of the Fortress Oath,Ring,1,6,12,5,None,Common,Even the goblins passed on this one. Bold of you to disagree.,System,/icons/acc_ringwod_037.png
new_690122,Infused Mail of Manifesting,Chest,5,31,16,40,None,Rare,It feels like someone is watching you.,General,/icons/chest_mail_028.png
new_447573,Nerfed Cerebral Halo of Fortitude,Head,3,6,9,10,None,Common,The craftsmanship is... adequate. Barely.,System,/icons/icons_quest_misc_176.png
new_537094,Dust-Caked Token of the Adamant Crown,Trinket,11,0,9,0,None,Common,The System acknowledges your survival. For now.,A Shrouded World,/icons/acc_trinket_102.png
new_418253,Off-Brand Seal of the Siege Horn,Ring,10,2,7,5,None,Common,Factory-second quality for a second-rate hero.,General,/icons/acc_ringwod_027.png
new_641214,Rusty Coil Ring of the Rift,Ring,4,12,1,15,None,Common,"Smells like mildew, pennies, and survivorship bias.",General,/icons/acc_ring_069.png
new_461620,Stamped-Alloy Medallion of Fortitude,Neck,0,5,22,65,None,Uncommon,Highly recommended by 4 out of 5 dead heroes.,High-Tech,/icons/acc_necklace_008.png
new_997894,Ooze-Stained Scimitar of the Parapet,Weapon,2,4,9,25,None,Common,The System acknowledges your survival. For now.,General,/icons/weapon_sword_588.png
new_552956,Godslayer's Compass of the Rampart,Trinket,22,24,47,35,None,Legendary,The System rarely admits admiration. This is close.,Immortal Great Souls,/icons/acc_trinket_080.png
new_254404,Nova-Forged Repeater of the Prism Mind,Weapon,19,33,13,75,None,Epic,Forged in the fires of your own obsession.,Portal to Nova Roma,/icons/icons_quest_misc_001.png
new_121266,Rusty Bauble of the Wolf General,Trinket,11,6,1,10,None,Common,The craftsmanship is... adequate. Barely.,General,/icons/acc_trinket_129.png
new_725209,Gravebound Loop of the Void Walker,Ring,19,28,13,0,None,Rare,Procedurally generated for maximum efficiency.,Corrupted,/icons/acc_ringwod_019.png
new_166560,Tinplate Shock Baton of the Red Banner,Weapon,11,0,3,30,None,Common,"It rattles when moved, much like your long-term build plan.",General,/icons/icons_quest_misc_061.png
new_565601,Cursed-ish Brigandine of Shielding,Chest,14,8,17,5,None,Uncommon,"Mass-produced, lightly cursed, and somehow still an upgrade.",System,/icons/icons_quest_misc_002.png
new_260685,Bent-Nail Skullcap of the Furnace Heart,Head,22,0,7,55,None,Uncommon,The System has classified this as usable. Barely.,General,/icons/icons_quest_misc_209.png
new_992056,Rattletrap Loop of the Sky Furnace,Ring,1,8,7,20,None,Common,Wait; is that a bloodstain or a design choice?,High-Tech,/icons/acc_ring_056.png
new_981933,Dust-Caked Spellbook of the Prism Mind,Weapon,3,10,5,10,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,A Shrouded World,/icons/icons_quest_misc_176.png
new_494420,Legacy Hexband of the Berserker,Ring,36,2,20,10,None,Rare,Built from scrap and optimism. One of those failed first.,System,/icons/acc_ringwod_010.png
new_661416,Tinplate Aegis Coat of the Sage,Chest,2,8,1,45,None,Common,Factory-second quality for a second-rate hero.,General,/icons/icons_quest_misc_259.png
new_408496,Carl's Data Lanyard of the Iron Reign,Neck,21,2,13,20,None,Uncommon,"It rattles when moved, much like your long-term build plan.",Dungeon Crawler Carl,/icons/acc_neck_002.png
new_834011,Gleaming Hauberk of Iron,Chest,5,1,9,25,None,Common,Warning: Do not consume.,General,/icons/chest_mail_005.png
new_159052,Dan's Signet of the Gorilla,Ring,24,15,0,5,None,Uncommon,A reward for your 'hard work.' Try not to lose it.,The Bad Guys,/icons/acc_ring_078.png
new_344747,Spare-Parts Starloop of the Cosmic Thread,Ring,1,10,7,10,None,Common,It was discovered under a cart. Great destinies begin somewhere awful.,High-Tech,/icons/acc_ring_029.png
new_158974,Runed Choker of the Wall,Neck,9,3,35,65,None,Rare,Procedurally generated for maximum efficiency.,General,/icons/acc_neck_021.png
new_781199,Waymarked Needler of Brutality,Weapon,23,5,3,45,None,Uncommon,"Somebody threw this away. The System saw potential. Tragic, really.",Heaven's Laws,/icons/icons_quest_misc_140.png
new_521058,Wolfsworn Rune Tablet of the Parapet,Trinket,10,23,40,35,None,Epic,The brass gleam suggests ambition. The dents suggest reality.,Law of the Jungle,/icons/acc_trinket_002.png
new_257715,Zev's Maul of the Granite March,Weapon,10,4,18,40,None,Uncommon,The System found this in a trash bin. Enjoy.,Dungeon Crawler Carl,/icons/weapon_mace_282.png
new_490600,Boilerplate Gambeson of the Void,Chest,10,10,0,0,None,Common,Congratulations. You found the shiny thing.,High-Tech,/icons/chest_cloth_052.png
new_990748,Beta-Tested Microdrone of the Sky Furnace,Trinket,1,16,10,65,None,Uncommon,Slightly better than nothing. Only slightly.,System,/icons/acc_trinket_035.png
new_718568,Frost-Bitten Dog Tags of the Eldritch Gale,Neck,9,16,4,55,None,Uncommon,A patch fix for a bug that technically never existed.,General,/icons/acc_neck_017.png
new_675369,Mustang's Mace of the Red Banner,Weapon,36,5,16,15,None,Rare,Improved after three revisions and one embarrassing recall.,Red Rising,/icons/weapon_mace_199.png
new_293688,Rune-Laced Hauberk of Whispers,Chest,1,16,10,65,None,Uncommon,Forged in the fires of your own obsession.,Mage Errant,/icons/chest_mail_139.png
new_721405,Shattered Cerebral Halo of the Goliath Brand,Head,10,5,3,10,None,Common,The AI that designed this was having a bad day.,General,/icons/icons_quest_misc_026.png
new_440164,Ration-Issue Bauble of the Adamant Crown,Trinket,10,2,7,5,None,Common,A pity prize for finishing another book.,A Soldier's Life,/icons/acc_trinket_012.png
new_614568,Bent-Nail Loopband of the Archmage,Ring,5,8,6,5,None,Common,Built from scrap and optimism. One of those failed first.,General,/icons/acc_ringwod_006.png
new_584388,Second-Hand Fetish of the Juggernaut,Trinket,23,6,2,45,None,Uncommon,"Smells like mildew, pennies, and survivorship bias.",General,/icons/acc_trinket_054.png
new_624136,Budget-Line Band of the Thunder Maul,Ring,12,7,1,0,None,Common,The craftsmanship is... adequate. Barely.,High-Tech,/icons/acc_ringwod_003.png
new_450897,Flea-Market Robe of Iron,Chest,0,16,16,40,None,Uncommon,A minor triumph of cheap materials over basic standards.,Jake's Magical Market,/icons/chest_cloth_128.png
new_139768,Scuffed Bracers of the Glass Horizon,Chest,0,10,8,10,None,Common,Error 404: Better loot not found.,General,/icons/icons_quest_misc_104.png
new_259100,Ooze-Stained Carapace of Iron,Chest,0,6,11,15,None,Common,The kind of gear merchants call 'starter' and veterans call 'bait.',General,/icons/icons_quest_misc_209.png
new_465788,Scamp's Vowband of the Void Walker,Ring,9,11,0,0,None,Common,Warning: Do not consume.,The Bad Guys,/icons/acc_ring_003.png
new_137737,Crow-Marked Phylactery Shard of the Black Bastion,Trinket,0,23,17,0,None,Uncommon,A pity prize for finishing another book.,A Shrouded World,/icons/acc_trinket_081.png
new_711296,Drill-Grade Loopband of the Ember Champion,Ring,36,3,2,95,None,Rare,The kind of gear merchants call 'starter' and veterans call 'bait.',A Soldier's Life,/icons/acc_ringwod_007.png
new_761700,Moonlit Phylactery of the Juggernaut,Trinket,18,1,19,10,None,Uncommon,A minor triumph of cheap materials over basic standards.,Scholomance,/icons/acc_trinket_109.png
new_279123,Dust-Caked Beacon of the Colossus March,Trinket,12,1,2,25,None,Common,"If disappointment had a loot table entry, this would be near the top.",A Shrouded World,/icons/acc_trinket_111.png
new_974526,Shattered Beacon of the Citadel,Trinket,1,8,9,10,None,Common,The System found this in a trash bin. Enjoy.,General,/icons/acc_trinket_052.png
new_259941,Discounted Reliquary of Stars,Trinket,6,12,1,5,None,Common,A reward for your 'hard work.' Try not to lose it.,Discount Dan's Backroom Bargains,/icons/acc_trinket_101.png
new_598106,Mimic-Bait Beacon of the Iron Reign,Trinket,9,6,1,20,None,Common,Even the goblins passed on this one. Bold of you to disagree.,System,/icons/acc_trinket_029.png
new_971620,Nerfed Wand of Ripping,Weapon,11,2,0,35,None,Common,"This survived a drawer full of junk. Against all odds, so did you.",System,/icons/icons_quest_misc_008.png
new_889489,Crow-Marked Battle Visor of Sorcery,Head,2,27,29,10,None,Rare,One of a kind. Until you find another one.,A Shrouded World,/icons/icons_quest_misc_219.png
new_602461,Surplus Deathmask of the Goliath Brand,Head,9,0,10,5,None,Common,"It rattles when moved, much like your long-term build plan.",Imperial Initiative,/icons/icons_quest_misc_053.png
new_285521,Starbreaker Spatha of the Void,Weapon,3,36,35,30,None,Epic,A patch fix for a bug that technically never existed.,Red Rising,/icons/weapon_sword_364.png
new_958589,Trash-Tier Faceplate of the Battle Saint,Head,20,15,5,0,None,Uncommon,Carries the faint confidence of gear that has only failed other people.,System,/icons/icons_quest_misc_018.png
new_180356,Wolfsworn War Bonnet of the Moon Script,Head,20,34,22,20,None,Epic,"It rattles when moved, much like your long-term build plan.",Law of the Jungle,/icons/icons_quest_misc_179.png
new_534729,Forgotten Oathcord of the Rampart,Neck,2,19,26,65,None,Rare,Highly recommended by 4 out of 5 dead heroes.,Ancient,/icons/acc_neck_020.png
new_706653,Scuffed Visage of the Gorilla,Head,10,8,0,10,None,Common,Built from scrap and optimism. One of those failed first.,General,/icons/icons_quest_misc_081.png
new_343048,Ashwood Signet of the Shellback,Ring,1,2,17,100,None,Uncommon,A patch fix for a bug that technically never existed.,Benjamin Ashwood Series,/icons/acc_ring_095.png
new_811832,Hugh's Mail of the Owl,Chest,25,32,2,105,None,Epic,Highly recommended by 4 out of 5 dead heroes.,Mage Errant,/icons/chest_mail_038.png
new_446860,Discounted Data Cube of Iron,Trinket,5,6,9,0,None,Common,Error 404: Better loot not found.,Discount Dan's Backroom Bargains,/icons/acc_trinket_075.png
new_376854,Legacy Whip of the Bastioned Heart,Weapon,2,13,32,165,None,Epic,Congratulations. You found the shiny thing.,System,/icons/icons_quest_misc_255.png
new_334571,Dust-Caked Chronometer of the Furnace Heart,Trinket,10,1,0,45,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,A Shrouded World,/icons/acc_trinket_075.png
new_250454,Shattered Laurel of the Red Banner,Head,49,44,1,30,None,Legendary,The System rarely admits admiration. This is close.,General,/icons/icons_quest_misc_056.png
new_283743,Standard-Issue Token of Warding,Trinket,11,2,24,15,None,Uncommon,A minor triumph of cheap materials over basic standards.,System,/icons/acc_trinket_141.png
new_603769,Training-Yard Visage of the Chronomancer,Head,2,10,7,5,None,Common,The finish peeled off before you equipped it. Very efficient.,Quest Academy,/icons/icons_quest_misc_022.png
new_737076,Rusty Null Ring of the Archmage,Ring,4,12,4,0,None,Common,It looks rented. The System expects it back in worse condition.,General,/icons/acc_ring_004.png
new_331193,Training-Yard Falchion of the Citadel,Weapon,0,10,10,0,None,Common,A reward for your 'hard work.' Try not to lose it.,Quest Academy,/icons/weapon_sword_013.png
new_987474,Second-Hand Soul Prism of the Bear,Neck,21,17,0,10,None,Uncommon,"The stitching is uneven, but so is fate.",General,/icons/acc_necklace_003.png
new_889331,Factory-Stamped Needler of the Bulwark Prime,Weapon,13,2,19,30,None,Uncommon,The AI that designed this was having a bad day.,High-Tech,/icons/icons_quest_misc_095.png
new_181717,Pristine Shank of the Celestial Circuit,Ring,2,16,5,85,None,Uncommon,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,General,/icons/acc_ring_077.png
new_563183,Ironroot Seal Ring of the Sky Furnace,Ring,10,19,4,35,None,Uncommon,"Calibrated by the System to be adequate, which for you counts as praise.",Battle Mage Farmer,/icons/acc_ring_080.png
new_268486,Moonlit Helm of the Ember Champion,Head,27,9,21,15,None,Rare,"This survived a drawer full of junk. Against all odds, so did you.",Scholomance,/icons/head_plate_114.png
new_694910,Mossgrown Vambraces of the Rampart,Chest,9,8,18,25,None,Uncommon,"Mass-produced, lightly cursed, and somehow still an upgrade.",Beware of Chicken,/icons/chest_plate_014.png
new_705728,Barracks-Issue Oathcord of Arcane Power,Neck,20,18,0,10,None,Uncommon,Your progress has been noted. Please remain seated.,A Soldier's Life,/icons/acc_necklace_006.png
new_344525,Dust-Caked Repeater of the Deep Spell,Weapon,4,9,7,0,None,Common,Slightly better than nothing. Only slightly.,A Shrouded World,/icons/icons_quest_misc_217.png
new_635003,Second-Hand Halberd of the War Cry,Weapon,12,1,1,30,None,Common,Even the goblins passed on this one. Bold of you to disagree.,General,/icons/icons_quest_misc_212.png
new_755355,Warspun Greathelm of the Titan Guard,Head,17,9,25,45,None,Rare,Even the goblins passed on this one. Bold of you to disagree.,A Soldier's Life,/icons/head_plate_101.png
new_948823,Budget-Line Glaive of the Bastion,Weapon,16,6,16,10,None,Uncommon,"This survived a drawer full of junk. Against all odds, so did you.",High-Tech,/icons/icons_quest_misc_271.png
new_915556,Misprinted Vowband of the Winter Keep,Ring,2,4,11,15,None,Common,Factory-second quality for a second-rate hero.,General,/icons/acc_ringwod_051.png
new_890423,Spellbound Pauldrons of Astral Fire,Chest,0,33,27,0,None,Rare,The AI that designed this was having a bad day.,Spellmonger,/icons/chest_plate_072.png
new_252500,Boilerplate Greathelm of the Siege Hold,Head,5,0,12,15,None,Common,A reward for your 'hard work.' Try not to lose it.,High-Tech,/icons/head_plate_114.png
new_890987,Dust-Caked Medallion of the Nebula,Neck,2,11,6,5,None,Common,The kind of gear merchants call 'starter' and veterans call 'bait.',A Shrouded World,/icons/acc_neck_033.png
new_859661,Mass-Forged Signet of the Berserker,Ring,10,0,10,0,None,Common,Warning: Do not consume.,General,/icons/acc_ring_055.png
new_999158,Legacy Beads of Brutality,Neck,32,5,14,145,None,Epic,It pulses with a rhythmic; annoying light.,System,/icons/acc_neck_022.png
new_813397,Flea-Market Needler of the Phalanx,Weapon,4,0,12,20,None,Common,A pity prize for finishing another book.,Jake's Magical Market,/icons/icons_quest_misc_094.png
new_683383,Factory-Stamped Chronometer of the Sentinel,Trinket,10,2,8,0,None,Common,The AI that designed this was having a bad day.,High-Tech,/icons/acc_trinket_013.png
new_421206,Nerfed Breastplate of Relentless Force,Chest,12,2,1,25,None,Common,It looks rented. The System expects it back in worse condition.,System,/icons/chest_plate_072.png
new_865676,Trash-Tier Battle Jacket of Shielding,Chest,8,1,11,0,None,Common,Stamped out by a bored quartermaster and dropped immediately. A natural lifecycle.,System,/icons/icons_quest_misc_128.png
